id,cycle_time_days,material_type,tool_wear_level,clean_room_pressure,layer_thickness_nm,chemical_concentration,etching_voltage,deposition_rate,humidity_level,photoresist_thickness_variation,etching_uniformity,particle_count,doping_concentration,product_defect
LZ-93318,41,1,3,130,321.0,0,2,178,0,0.0,1,1.0,3.0,1
BO-66311,52,1,4,108,264.0,0,2,177,0,0.5,2,0.0,3.0,0
IP-63841,64,0,3,160,313.0,1,0,159,0,0.0,1,1.0,3.0,0
LU-76083,74,0,4,106,197.0,0,0,122,0,0.1,1,1.0,3.0,1
TP-05389,40,1,2,120,223.0,0,0,194,0,0.0,1,0.0,3.0,0
XW-21775,64,1,4,120,277.0,0,0,105,1,2.0,2,0.0,7.0,1
UU-15623,54,0,3,132,195.0,0,1,169,0,1.2,1,1.0,3.0,1
UI-32014,51,1,4,140,256.0,0,2,156,1,2.6,2,0.0,7.0,1
IT-75676,56,0,2,128,305.0,0,2,141,0,0.3,2,0.0,3.0,0
XC-77952,61,1,4,148,203.0,0,0,161,1,0.0,1,1.0,7.0,1
AT-18451,46,1,4,124,244.0,0,0,152,1,0.0,2,1.0,3.0,1
HB-21342,60,1,4,117,220.0,0,0,141,0,1.2,2,0.0,7.0,1
BA-95820,59,1,4,140,234.0,0,0,130,1,1.8,2,2.0,7.0,1
OE-32136,43,1,3,112,253.0,0,0,173,0,0.0,1,0.0,7.0,0
JZ-51407,65,1,3,160,212.0,0,2,148,0,2.2,2,3.0,7.0,0
XE-20408,67,1,4,120,212.0,0,0,141,0,0.4,1,0.0,3.0,0
RS-38298,52,1,3,150,185.0,1,0,173,0,1.6,1,1.0,3.0,1
LA-27683,41,0,2,130,306.0,0,0,152,0,0.0,2,0.0,3.0,0
GV-14687,60,1,3,148,243.0,1,2,150,0,1.4,2,1.0,7.0,0
PM-93802,58,1,4,150,176.0,0,2,140,1,1.5,1,0.0,7.0,1
CX-19424,59,0,4,158,407.0,0,2,154,1,1.9,2,3.0,3.0,1
TG-99382,54,0,3,160,327.0,0,2,164,0,0.6,2,0.0,3.0,1
XH-57540,51,1,3,140,232.0,0,0,174,0,1.2,1,0.0,3.0,0
PU-19768,55,1,4,160,289.0,0,2,95,1,0.8,1,0.0,7.0,1
EW-36869,53,0,3,136,304.0,0,0,162,0,0.0,1,0.0,3.0,0
FY-31954,40,1,4,148,231.0,0,0,171,0,1.2,2,3.0,7.0,1
OW-78469,42,1,3,130,226.0,0,2,172,0,1.9,2,0.0,7.0,1
DG-13138,54,0,2,136,304.0,0,2,142,1,1.4,1,0.0,3.0,0
ME-81327,55,1,1,178,199.0,0,0,162,0,1.4,1,2.0,7.0,1
ZX-55592,52,0,4,108,295.0,0,0,185,1,1.2,2,0.0,3.0,0
SV-05628,46,1,2,120,197.0,0,0,125,0,0.2,1,0.0,7.0,0
XF-77750,52,1,3,108,197.0,0,0,158,0,1.6,2,0.0,7.0,0
XA-79370,56,1,4,130,274.0,0,2,143,1,0.0,1,0.0,7.0,1
JI-44576,59,1,4,126,260.0,0,0,131,1,2.6,2,3.0,7.0,1
AS-83204,56,0,3,120,354.0,0,0,141,0,0.2,1,0.0,3.0,0
VG-60903,58,1,4,128,221.0,0,2,142,1,2.8,2,1.0,7.0,1
QW-95165,41,1,3,140,250.0,0,2,180,0,0.0,1,0.0,3.0,0
OP-65172,65,0,3,160,360.0,1,2,125,0,0.2,1,1.0,3.0,0
TN-62450,61,1,4,145,273.0,0,0,142,1,0.0,2,0.0,7.0,1
PB-22379,54,0,3,135,319.0,0,0,156,0,0.0,2,1.0,3.0,1
TD-59821,38,1,4,138,235.0,0,2,186,0,0.0,1,0.0,3.0,1
WS-14657,42,1,1,132,226.0,0,2,182,0,0.0,1,0.0,3.0,0
HC-64510,48,1,4,130,256.0,0,2,150,0,0.0,1,0.0,7.0,1
PY-84793,45,1,4,110,275.0,1,2,143,1,1.2,2,0.0,3.0,1
ZH-83218,60,1,4,130,207.0,0,2,130,1,2.4,2,2.0,7.0,1
ZW-01303,45,0,2,105,141.0,0,0,144,0,0.0,2,1.0,7.0,0
ZY-70912,43,1,3,130,240.0,0,2,188,0,0.0,1,0.0,7.0,0
TA-09717,53,1,4,123,226.0,0,0,113,1,2.8,3,0.0,7.0,1
SX-81032,52,1,4,128,204.0,0,0,186,1,0.0,1,0.0,3.0,0
WG-57319,64,1,4,140,254.0,0,2,127,0,5.6,1,0.0,7.0,1
TZ-52881,64,0,3,178,278.0,0,2,145,0,1.5,2,0.0,3.0,0
JJ-48961,51,0,4,150,305.0,0,0,147,0,0.4,1,1.0,3.0,1
QB-89053,67,0,3,140,417.0,0,2,116,0,0.0,1,0.0,3.0,0
NW-10722,58,1,4,112,234.0,0,0,144,0,0.1,1,,7.0,1
OK-43184,66,1,4,112,267.0,0,2,144,0,0.3,1,1.0,3.0,1
NB-61200,60,1,3,148,233.0,0,0,145,0,2.9,2,2.0,3.0,1
GG-31834,63,0,4,124,264.0,0,0,163,1,0.0,1,1.0,3.0,1
YG-11488,66,0,3,180,223.0,1,0,131,0,0.8,2,0.0,3.0,1
AY-16107,58,1,3,128,258.0,1,2,147,0,1.0,2,2.0,7.0,1
IL-94766,61,1,4,150,273.0,0,0,140,0,1.5,1,0.0,7.0,1
SC-35350,70,1,3,144,193.0,1,0,150,0,1.6,1,0.0,3.0,0
KU-84369,42,1,3,150,257.0,0,2,188,0,0.0,1,0.0,3.0,0
NO-91486,54,0,3,160,249.0,0,2,162,0,0.0,1,0.0,3.0,0
QT-70067,51,1,3,130,175.0,0,0,163,0,3.5,1,3.0,3.0,0
LS-92999,51,0,3,120,244.0,0,0,152,0,0.5,1,0.0,3.0,0
WP-91131,58,1,4,112,201.0,0,2,144,0,1.2,2,1.0,7.0,1
IK-02515,53,1,4,120,249.0,0,2,126,1,4.2,3,3.0,3.0,1
UG-23984,53,0,4,124,205.0,0,0,133,1,0.0,2,1.0,3.0,1
UN-22558,51,1,3,94,227.0,0,0,126,0,0.6,1,0.0,3.0,0
HZ-00339,55,1,1,160,239.0,1,2,163,0,2.3,1,0.0,7.0,0
UO-40812,48,0,4,110,269.0,0,2,185,0,0.0,1,0.0,3.0,0
HV-31725,51,0,3,125,205.0,0,0,126,0,0.0,1,0.0,3.0,0
AQ-22378,65,1,2,125,263.0,0,0,115,0,0.0,2,1.0,3.0,0
SQ-44274,62,0,4,108,214.0,0,0,125,1,3.0,2,1.0,3.0,1
WM-51740,57,1,4,150,276.0,1,2,112,1,1.0,2,0.0,7.0,0
BV-14851,66,1,4,100,211.0,0,2,132,1,2.8,2,1.0,7.0,1
IK-11867,64,0,4,130,228.0,0,2,106,0,0.0,2,0.0,3.0,0
FG-92599,50,1,4,130,222.0,0,2,178,0,0.0,1,3.0,3.0,1
NQ-20820,42,1,4,132,244.0,1,0,166,0,0.0,1,0.0,3.0,0
SK-07693,35,1,4,118,172.0,0,2,114,1,1.6,2,0.0,6.0,1
BD-57927,57,1,2,150,232.0,0,2,169,0,0.2,2,0.0,6.0,0
JU-55579,54,1,2,108,295.0,0,0,152,1,0.0,1,2.0,7.0,1
HL-02378,63,1,1,145,212.0,0,2,155,0,0.0,1,0.0,3.0,0
VB-06241,65,1,4,160,193.0,0,0,99,0,1.5,2,0.0,7.0,1
QS-64009,45,1,2,128,308.0,0,2,167,0,0.0,1,0.0,3.0,0
FW-79172,40,0,4,140,243.0,0,2,152,1,3.6,1,0.0,7.0,1
KQ-17374,74,1,2,180,288.0,0,2,146,0,0.4,1,1.0,3.0,1
NV-34088,62,0,4,138,258.0,0,2,142,0,1.2,2,0.0,3.0,0
KW-17052,61,1,4,148,282.0,0,2,90,1,0.1,1,1.0,7.0,1
LE-49655,58,1,4,132,221.0,0,0,162,1,0.0,1,0.0,7.0,1
EC-25452,46,1,4,112,197.0,0,0,160,0,1.4,2,1.0,3.0,1
GX-98799,44,1,2,120,229.0,0,0,168,0,0.6,1,0.0,3.0,0
NT-25484,44,1,1,115,204.0,0,2,168,1,2.3,2,0.0,7.0,0
LS-90076,57,1,2,110,201.0,0,0,190,0,0.0,1,1.0,3.0,0
ZX-08096,39,0,3,130,204.0,0,1,163,0,2.0,2,0.0,7.0,0
DO-23091,55,1,2,132,266.0,1,0,155,0,0.0,1,1.0,7.0,1
OF-43962,59,1,3,138,256.0,0,2,172,0,0.0,1,0.0,3.0,0
VF-86762,46,1,1,122,247.0,0,2,169,0,2.3,1,0.0,3.0,0
BP-31311,52,1,4,112,208.0,0,0,144,1,1.0,2,0.0,7.0,1
WN-61871,46,1,4,150,308.0,0,1,136,1,0.6,1,1.0,7.0,0
WB-48141,42,0,3,112,209.0,0,0,168,0,0.0,1,0.0,3.0,0
FE-56375,63,1,4,120,267.0,0,0,99,0,1.0,2,0.0,7.0,1
YZ-74670,58,0,4,130,205.0,0,2,159,0,0.1,2,1.0,3.0,1
II-06845,59,1,4,110,318.0,0,0,170,1,0.0,1,0.0,7.0,1
UP-51083,63,1,3,160,193.0,0,0,159,0,1.6,1,0.0,7.0,0
QI-90814,57,1,3,150,168.0,1,0,174,0,0.0,1,1.0,7.0,1
IP-15061,58,1,3,105,256.0,0,2,154,0,0.6,1,1.0,7.0,0
AR-88821,64,0,4,140,228.0,0,0,160,1,0.0,1,0.0,3.0,0
YU-21780,57,1,3,165,283.0,1,2,163,0,0.0,1,1.0,3.0,1
SC-63757,57,1,3,154,232.0,0,2,178,0,0.0,1,0.0,3.0,0
KU-10255,57,0,2,136,271.0,0,0,155,0,0.0,1,1.0,3.0,1
EV-96732,57,1,4,110,201.0,0,0,148,1,0.0,2,0.0,7.0,1
AY-47056,58,1,3,150,243.0,0,0,173,0,0.2,2,0.0,3.0,0
PF-51573,46,0,4,110,183.0,0,0,120,1,0.9,2,0.0,3.0,0
PB-51222,57,1,1,150,131.0,0,0,163,0,3.8,1,0.0,7.0,0
ZG-57596,77,1,4,130,254.0,0,2,162,0,0.0,1,1.0,3.0,1
QD-04807,58,0,4,136,268.0,0,0,159,1,0.0,1,0.0,3.0,0
KG-65381,45,1,4,138,315.0,0,0,125,1,4.2,3,0.0,7.0,1
NV-08361,65,1,4,100,211.0,0,2,132,1,1.2,2,1.0,7.0,1
CK-96108,69,1,1,150,174.0,0,2,151,0,2.3,2,0.0,3.0,0
KM-99635,53,1,3,192,270.0,1,2,178,0,0.0,1,1.0,7.0,1
AC-03522,65,0,1,138,228.0,0,0,145,0,0.4,2,0.0,3.0,0
UU-88273,51,0,3,125,305.0,0,0,157,0,0.6,1,0.0,7.0,0
JL-04172,67,1,2,152,228.0,0,2,143,0,0.0,2,0.0,3.0,0
OZ-49742,58,1,1,170,227.0,0,2,162,1,1.9,3,0.0,7.0,0
LL-46696,71,0,4,140,211.0,0,2,161,0,0.0,1,0.0,3.0,0
AN-92993,55,1,2,130,289.0,0,2,162,0,0.0,1,2.0,7.0,1
OY-96242,49,0,3,142,250.0,0,2,174,0,0.0,1,0.0,3.0,0
BP-92657,64,0,4,178,269.0,0,0,143,0,1.0,2,0.0,3.0,1
VD-68011,68,1,4,140,208.0,0,2,129,0,3.4,2,2.0,7.0,1
VC-37522,62,0,4,140,268.0,0,0,143,0,1.2,2,0.0,7.0,1
HB-52294,54,1,4,122,239.0,0,0,168,0,0.0,1,0.0,3.0,0
GX-21387,35,1,4,138,203.0,0,0,168,0,0.0,1,0.0,7.0,0
MU-01364,60,0,4,145,394.0,0,2,150,1,0.8,2,0.0,3.0,0
LA-61844,54,1,1,130,239.0,1,2,173,0,0.2,2,2.0,3.0,1
MF-48823,50,0,4,130,209.0,0,2,186,0,0.0,1,0.0,3.0,0
AP-85647,34,1,1,126,219.0,0,2,173,0,0.8,3,0.0,3.0,0
EU-93295,67,1,1,150,245.0,0,0,150,0,1.4,2,0.0,3.0,0
YC-29156,62,1,4,145,228.0,0,0,140,0,5.6,2,3.0,7.0,1
YX-94588,63,1,4,128,187.0,0,0,105,1,0.2,2,1.0,6.0,0
EG-76960,59,1,4,170,199.0,1,0,111,1,4.0,2,1.0,7.0,1
RE-46793,44,0,2,126,141.0,0,0,150,0,0.0,2,0.0,3.0,0
MO-25460,57,1,2,154,240.0,0,2,162,0,0.0,1,0.0,3.0,0
SC-09541,45,1,4,138,315.0,0,0,125,1,3.6,2,3.0,7.0,0
ER-00750,40,0,3,120,209.0,0,0,153,0,0.4,2,0.0,3.0,0
LM-84348,70,1,4,144,234.0,0,0,140,0,3.0,2,2.0,3.0,1
TJ-03261,68,1,4,145,233.0,1,2,162,1,0.5,1,0.0,3.0,0
DN-03507,57,1,3,140,185.0,1,0,158,0,1.3,1,2.0,3.0,1
SN-17574,44,1,3,140,257.0,0,2,172,0,1.6,1,1.0,7.0,1
NF-94061,65,1,4,120,267.0,0,0,71,1,2.1,2,1.0,7.0,1
LS-66208,68,1,1,145,245.0,0,2,120,1,4.2,2,0.0,7.0,0
KD-46940,52,0,2,128,216.0,1,0,172,0,1.8,1,0.0,3.0,1
ZE-62834,53,0,4,122,236.0,0,0,143,1,0.4,1,0.0,3.0,0
HT-72952,42,0,3,118,306.0,0,0,149,0,0.6,1,0.0,3.0,0
CE-65764,58,1,4,114,318.0,0,2,171,1,0.2,1,0.0,7.0,0
AB-87318,70,1,2,118,237.0,0,0,160,0,0.0,1,0.0,3.0,0
RZ-26532,46,1,2,120,220.0,0,0,172,0,1.0,1,0.0,3.0,0
BE-76453,50,1,2,128,298.0,1,2,157,0,0.0,1,1.0,3.0,0
ZD-02973,52,1,4,128,255.0,0,2,161,0,0.5,2,0.0,7.0,1
LY-91418,42,1,3,112,257.0,0,2,178,0,0.0,1,0.0,3.0,0
LG-88576,62,1,4,130,254.0,0,2,147,1,1.0,2,2.0,7.0,1
NV-57580,58,1,4,105,234.0,0,2,138,0,1.0,2,0.0,7.0,1
NP-70739,57,0,2,100,354.0,0,0,141,0,0.0,2,0.0,3.0,0
ZT-83116,53,1,3,152,212.0,1,2,164,0,0.5,3,0.0,7.0,0
WE-91975,54,0,3,136,304.0,0,2,153,0,0.0,1,1.0,3.0,0
SF-21687,39,1,3,130,214.0,0,2,168,0,2.0,3,0.0,3.0,0
SG-44190,52,1,3,130,197.0,0,0,174,1,2.0,1,0.0,3.0,0
ZI-56593,61,0,4,158,294.0,0,2,161,0,0.0,1,3.0,3.0,1
IQ-26309,60,1,4,138,234.0,0,0,156,0,0.6,2,0.0,6.0,1
RI-49548,49,0,4,130,236.0,0,2,150,1,0.0,2,0.0,3.0,0
XO-76760,57,1,2,132,240.0,0,0,179,0,0.0,1,0.0,7.0,0
IO-48292,44,1,4,110,260.0,0,2,161,0,1.8,2,0.0,7.0,1
GB-12591,39,1,4,118,219.0,0,0,122,1,1.5,2,0.0,7.0,1
HZ-08016,70,1,3,130,263.0,0,0,97,1,0.6,2,0.0,3.0,0
XI-32035,51,0,4,125,263.0,0,2,173,1,0.6,2,0.0,7.0,1
ZR-78541,45,1,1,104,303.0,0,2,170,0,0.6,2,,7.0,0
HM-50866,76,0,2,115,265.0,0,0,97,0,0.0,2,1.0,3.0,0
JT-46519,50,1,3,129,245.0,1,2,174,0,0.6,2,2.0,3.0,0
NS-34574,58,1,4,132,216.0,0,0,125,1,2.0,3,2.0,7.0,1
QB-77334,35,1,1,138,199.0,0,0,192,0,1.2,1,0.0,3.0,0
JE-77347,60,0,4,174,225.0,0,2,160,1,2.6,3,2.0,3.0,1
AO-42530,56,0,2,180,164.0,1,2,164,0,0.0,1,1.0,3.0,0
QD-66944,34,0,3,120,199.0,0,0,174,0,0.0,1,0.0,3.0,0
MH-73679,39,1,3,120,250.0,0,2,188,0,0.0,1,0.0,3.0,0
IG-98069,57,1,2,124,240.0,0,0,175,0,1.2,1,1.0,7.0,0
TP-98833,54,1,4,122,353.0,0,0,95,1,3.4,2,1.0,7.0,1
OX-45926,34,1,4,120,198.0,0,0,140,1,3.4,2,,7.0,1
KC-18621,51,1,3,110,222.0,0,2,154,0,0.6,2,3.0,3.0,0
AZ-40732,54,1,4,120,249.0,0,2,113,1,0.0,1,0.0,7.0,1
DT-81626,56,1,2,130,240.0,0,2,161,0,1.8,2,0.0,3.0,0
SU-56901,48,1,3,138,255.0,0,0,156,0,0.0,2,0.0,6.0,0
BN-00663,58,1,4,100,201.0,0,0,132,1,1.5,1,0.0,6.0,1
EE-72087,70,1,4,160,245.0,1,2,162,0,0.0,1,0.0,3.0,1
AR-84211,47,1,4,112,208.0,0,0,144,0,0.1,1,0.0,3.0,0
VX-30892,54,0,3,108,295.0,0,0,170,0,0.0,1,1.0,3.0,1
TN-47951,58,1,3,120,230.0,0,0,150,0,0.6,2,2.0,7.0,0
CH-50294,48,1,3,140,231.0,0,0,163,0,0.0,1,0.0,7.0,0
DW-16897,58,1,4,105,318.0,0,0,171,1,0.0,1,0.0,6.0,1
TH-51353,61,1,2,130,207.0,0,2,144,0,0.3,2,1.0,3.0,0
MY-02187,77,0,4,152,197.0,1,0,154,0,0.0,1,0.0,3.0,0
NJ-76339,46,0,3,105,204.0,0,0,158,0,0.0,1,0.0,3.0,0
HR-11072,60,0,3,120,354.0,0,0,103,0,0.0,1,0.0,3.0,0
AR-69517,55,1,4,125,262.0,0,0,132,1,1.8,2,1.0,7.0,1
FH-54843,41,1,4,140,204.0,0,2,182,0,0.0,1,0.0,3.0,0
TQ-25798,41,1,2,130,282.0,0,2,182,0,0.0,1,0.0,3.0,0
DF-09013,71,1,2,180,227.0,1,2,112,0,0.0,1,1.0,3.0,0
HX-40201,59,1,4,126,260.0,0,0,161,1,0.5,1,0.0,7.0,0
HH-99641,69,1,1,140,309.0,0,2,112,0,2.8,2,0.0,3.0,1
RF-10971,51,0,3,125,256.0,0,2,152,1,1.0,2,0.0,3.0,1
JG-73210,57,0,4,100,267.0,1,2,143,0,1.2,2,1.0,7.0,1
YC-78165,53,1,4,140,298.0,1,0,88,1,2.0,2,2.0,7.0,1
XI-73239,64,1,4,140,254.0,0,0,141,0,0.0,2,0.0,7.0,1
ZS-08507,47,1,4,124,256.0,0,2,166,0,0.5,2,0.0,7.0,1
HR-29779,52,1,3,118,240.0,0,0,152,0,0.0,2,3.0,6.0,1
AB-97242,49,1,2,120,220.0,0,0,125,0,0.4,1,2.0,3.0,0
DK-27362,70,1,3,145,246.0,1,2,116,1,0.8,2,0.0,3.0,0
AP-30178,63,0,4,124,205.0,0,0,169,0,1.4,1,1.0,3.0,1
GO-15399,52,1,2,128,205.0,0,0,190,0,1.0,1,0.0,3.0,0
WH-93297,61,1,1,110,335.0,0,0,130,0,1.8,1,0.0,3.0,0
XE-96358,63,0,4,160,288.0,1,2,143,0,0.0,1,1.0,3.0,1
CP-81664,54,1,4,140,266.0,0,2,112,1,2.8,2,1.0,7.0,1
HJ-54757,60,1,4,120,260.0,0,0,138,0,5.6,3,1.0,7.0,0
CC-75808,66,0,4,180,225.0,0,2,114,1,2.8,2,2.0,3.0,1
RA-45747,44,1,4,104,239.0,0,0,160,0,1.4,2,0.0,3.0,1
KF-98680,66,1,2,128,187.0,0,2,130,0,0.0,1,0.0,3.0,0
LU-29477,51,1,4,130,222.0,0,0,168,1,0.0,1,3.0,6.0,0
PV-84675,45,1,3,120,235.0,0,0,168,0,0.0,2,3.0,3.0,0
CV-47154,60,0,4,130,264.0,0,0,106,1,0.6,2,1.0,3.0,1
XR-22156,57,0,3,135,308.0,0,0,155,0,0.0,1,1.0,3.0,0
VH-63409,61,1,4,140,204.0,0,0,130,1,0.9,2,0.0,7.0,1
UY-37336,46,0,4,130,265.0,1,0,156,1,0.0,1,0.0,3.0,0
VV-65040,63,1,4,120,248.0,0,2,132,1,4.2,3,1.0,7.0,1
UB-23583,39,1,1,126,199.0,0,2,172,0,0.0,1,0.0,3.0,0
YW-77186,51,1,3,140,185.0,0,0,165,0,1.5,1,0.0,7.0,0
FA-32408,57,1,2,150,261.0,0,2,162,0,0.0,1,0.0,3.0,0
VO-26893,56,1,3,130,273.0,0,2,142,1,1.2,2,1.0,7.0,0
IB-96959,58,0,2,136,294.0,0,2,155,0,0.0,1,3.0,3.0,0
VK-91214,55,1,4,132,262.0,1,0,143,1,1.4,2,0.0,7.0,1
XB-38069,44,1,4,142,219.0,0,2,128,1,3.2,2,0.0,7.0,1
HA-36906,57,1,3,150,185.0,0,0,169,0,1.6,1,0.0,7.0,0
FF-69313,48,0,3,134,252.0,0,0,174,0,0.0,1,0.0,3.0,0
IB-87357,70,0,3,120,269.0,0,2,115,0,0.0,2,0.0,3.0,1
PD-24711,41,0,4,115,243.0,0,0,130,0,0.6,1,0.0,7.0,1
MR-65024,54,1,3,150,126.0,0,0,173,0,1.2,1,1.0,7.0,1
KC-22735,47,0,4,124,216.0,0,0,156,1,0.0,1,0.0,3.0,0
IH-64033,58,1,2,112,234.0,0,0,154,0,1.0,2,1.0,7.0,1
EQ-20771,55,1,4,130,266.0,0,2,116,1,0.0,1,3.0,7.0,1
EF-71587,45,1,4,112,264.0,0,2,147,0,0.1,2,0.0,7.0,1
CG-02691,63,0,1,160,201.0,0,2,145,0,2.6,2,0.0,7.0,0
PA-25727,57,1,4,150,276.0,0,2,95,1,1.0,2,2.0,7.0,1
YN-20652,66,1,4,112,281.0,0,2,144,0,1.2,2,0.0,3.0,0
OD-31286,42,1,2,130,247.0,0,0,132,0,0.3,2,0.0,3.0,0
CC-40501,37,1,1,118,167.0,0,2,187,0,0.2,1,0.0,3.0,0
ZI-78455,52,1,4,112,208.0,0,0,177,1,1.0,2,0.0,3.0,0
VO-07988,69,0,1,160,239.0,0,0,150,0,0.9,3,0.0,3.0,1
CG-72783,34,1,2,110,219.0,0,0,202,0,1.0,1,0.0,7.0,0
YL-53660,51,0,2,94,178.0,0,0,156,1,0.0,1,0.0,3.0,0
YC-67725,54,0,3,132,271.0,1,2,139,0,0.0,1,0.0,3.0,0
RS-41791,41,1,3,120,250.0,0,2,172,0,0.0,1,0.0,3.0,0
VH-51380,52,1,3,120,246.0,0,0,166,0,2.5,1,0.0,3.0,0
MQ-47974,60,1,4,130,271.0,0,0,182,1,0.2,2,2.0,3.0,1
IJ-00423,52,1,2,118,229.0,0,0,175,0,0.2,1,3.0,7.0,0
ZI-59301,45,1,3,130,231.0,0,2,160,0,0.0,1,0.0,3.0,0
YB-12671,44,1,3,138,255.0,0,0,165,0,0.1,1,0.0,3.0,0
SI-61965,55,1,2,120,309.0,0,0,167,0,0.6,1,2.0,3.0,0
BB-59540,41,0,2,108,215.0,0,0,170,0,0.7,2,0.0,3.0,0
PC-76267,51,1,3,140,243.0,0,2,179,0,0.0,1,0.0,3.0,0
KK-84257,68,1,3,130,254.0,1,2,96,1,1.2,2,1.0,3.0,0
JZ-36483,41,0,3,112,220.0,0,0,179,0,0.0,1,0.0,3.0,0
KI-16156,48,1,4,138,226.0,1,0,168,0,1.0,2,0.0,7.0,0
OY-25984,60,1,4,150,218.0,0,0,105,1,0.1,2,1.0,7.0,0
XF-77722,54,1,3,134,197.0,0,2,147,0,1.0,2,0.0,3.0,0
AX-02181,37,1,3,130,250.0,0,0,182,1,3.2,1,0.0,7.0,1
WJ-73135,49,1,4,144,213.0,0,0,128,1,1.6,2,0.0,7.0,1
SR-66342,65,1,1,140,254.0,1,2,174,0,2.3,2,0.0,7.0,1
IT-91626,58,1,4,125,300.0,0,2,171,0,0.0,1,0.0,7.0,1
OX-88991,46,1,4,150,309.0,0,0,125,0,1.0,2,0.0,7.0,1
KO-94035,58,1,2,114,239.0,1,0,162,0,0.2,2,2.0,7.0,1
SF-02656,71,0,4,152,149.0,0,2,160,0,1.6,2,0.0,3.0,0
GY-96993,64,1,4,120,237.0,1,0,71,1,2.2,2,1.0,7.0,1
PP-16667,55,1,4,130,353.0,0,0,132,1,1.2,2,1.0,7.0,1
DS-18997,58,1,4,105,318.0,0,0,142,0,3.4,2,3.0,6.0,1
EL-36948,57,0,4,170,225.0,1,2,122,1,4.0,3,1.0,3.0,1
UY-26056,51,1,3,100,227.0,0,0,126,0,0.8,1,0.0,3.0,0
IG-47169,51,1,3,110,188.0,0,0,143,0,0.4,1,2.0,3.0,1
BZ-96136,54,0,3,160,201.0,1,2,164,0,0.0,1,2.0,3.0,0
WV-57095,57,1,4,132,192.0,0,0,168,0,0.0,1,1.0,6.0,1
RC-96695,54,0,3,136,294.0,0,2,156,0,0.0,1,1.0,3.0,0
KP-17127,60,1,4,150,282.0,0,2,105,1,2.6,2,1.0,7.0,1
FV-14116,60,1,4,145,282.0,0,0,140,1,2.6,2,2.0,7.0,1
UV-13467,53,1,4,138,205.0,0,0,113,1,2.0,2,1.0,7.0,1
NU-95034,46,1,1,124,309.0,0,0,160,0,3.8,1,0.0,3.0,0
DJ-39706,47,1,2,110,295.0,0,0,170,0,0.8,2,0.0,7.0,0
AO-13436,56,1,4,130,276.0,0,2,103,1,1.6,2,0.0,7.0,1
JV-79793,56,1,4,120,184.0,0,0,115,0,3.4,2,1.0,3.0,0
ZJ-98483,70,1,4,160,228.0,0,2,125,1,1.2,2,1.0,3.0,1
WB-86554,48,1,3,108,235.0,0,0,178,0,0.0,1,2.0,3.0,1
XC-49500,61,1,2,120,260.0,0,0,144,0,0.0,2,1.0,3.0,0
OA-07886,62,0,2,124,269.0,0,2,160,0,0.6,2,0.0,3.0,0
MQ-31207,54,1,1,130,266.0,0,2,156,1,2.3,2,0.0,3.0,0
GD-20052,50,1,4,144,266.0,0,2,171,0,0.0,1,3.0,7.0,1
KJ-02906,37,0,3,120,213.0,0,0,192,0,0.0,1,0.0,3.0,0
MJ-90398,55,1,2,140,262.0,0,2,142,1,0.2,2,0.0,3.0,0
BV-33140,46,1,1,112,233.0,0,2,175,0,0.8,1,0.0,7.0,0
NF-97001,54,1,4,140,266.0,0,2,116,1,5.6,2,1.0,7.0,1
YK-93982,62,0,3,130,197.0,0,1,151,0,2.0,3,1.0,7.0,1
DJ-11338,60,1,3,150,233.0,1,2,145,1,0.8,2,1.0,3.0,0
BY-31610,52,1,1,130,282.0,1,2,159,0,0.2,2,0.0,3.0,0
MV-52416,59,0,3,120,214.0,0,0,130,0,1.2,2,1.0,3.0,0
KI-30028,67,0,4,140,228.0,0,2,161,1,0.0,1,0.0,3.0,0
HP-69016,47,0,3,134,195.0,0,0,173,0,0.0,1,0.0,3.0,0
JG-48011,66,1,1,150,193.0,0,0,146,0,0.8,2,1.0,3.0,0
LQ-42708,60,0,4,158,394.0,0,2,169,0,4.0,1,2.0,3.0,1
RG-27390,67,1,4,120,267.0,0,0,140,0,2.2,2,1.0,3.0,1
HD-18482,54,0,2,108,214.0,0,0,138,0,0.0,2,0.0,3.0,0
RB-22420,60,1,4,140,206.0,0,0,160,0,1.3,2,0.0,7.0,1
UI-07730,58,0,4,136,294.0,0,2,143,1,0.4,1,1.0,3.0,1
QM-81568,65,1,2,152,233.0,0,2,148,0,0.3,2,0.0,7.0,0
WS-96148,43,0,3,122,199.0,0,0,165,0,1.6,2,0.0,7.0,1
PM-08654,56,1,4,140,100.0,0,0,126,1,1.6,2,3.0,6.0,1
SH-03464,44,1,2,101,220.0,0,0,182,0,0.0,1,0.0,3.0,0
XB-15566,43,1,4,110,197.0,0,2,181,0,0.0,1,0.0,7.0,0
KO-60434,71,1,4,145,174.0,0,2,129,1,1.2,2,1.0,7.0,1
JN-49966,59,0,4,158,394.0,0,2,157,1,1.9,2,3.0,7.0,1
GM-36574,44,1,4,138,308.0,0,0,125,1,2.8,2,0.0,7.0,1
AW-71638,58,1,2,125,220.0,0,0,184,0,0.0,1,2.0,3.0,0
EW-99156,59,1,4,150,176.0,0,2,90,1,0.8,2,3.0,3.0,1
HQ-34653,52,0,3,135,283.0,0,2,155,0,0.0,1,0.0,3.0,0
BO-06052,44,1,2,130,311.0,0,2,178,0,0.0,1,0.0,7.0,0
